database,type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
ACM-DL,article,1018834,Thomas  Tran and Robin  Cohen,,,,Improving User Satisfaction in Agent-Based Electronic Marketplaces by Reputation Modelling and Adjustable Product Quality,828--835,,8,,10.1109/AAMAS.2004.145,,,,,,,2004,,Proceedings of the Third International Joint Conference on Autonomous Agents and Multiagent Systems - Volume 2,AAMAS '04,,1-58113-864-4,"New York, New York",IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,1390712,Faustino  Gomez and J&#252;rgen  Schmidhuber and Risto  Miikkulainen,,,,Accelerated Neural Evolution Through Cooperatively Coevolved Synapses,937--965,,29,,,J. Mach. Learn. Res.,6/1/2008,9,,,June,2008,1532-4435,,,,,,JMLR.org,
ACM-DL,article,1401865,Chek Tien Tan and Ho-lun  Cheng,,,,A Combined Tactical and Strategic Hierarchical Learning Framework in Multi-agent Games,115--122,,8,"game agent architecture, game artificial intelligence, learning, multi-agent cooperation, strategic planning, tactical behavior",10.1145/1401843.1401865,,,,,,,2008,,Proceedings of the 2008 ACM SIGGRAPH Symposium on Video Games,Sandbox '08,,978-1-60558-173-6,"Los Angeles, California",ACM,"New York, NY, USA"
ACM-DL,article,2428998,Yusuke  Gotoh and Tomoki  Yoshihisa and Hideo  Taniguchi and Masanori  Kanazawa,,,,A Scheduling Method Considering Heterogeneous Clients for NVoD Systems,232--239,,8,"broadcasting, continuous media data, scheduling, waiting time",10.1145/2428955.2428998,,,,,,,2012,,Proceedings of the 10th International Conference on Advances in Mobile Computing &#38; Multimedia,MoMM '12,,978-1-4503-1307-0,"Bali, Indonesia",ACM,"New York, NY, USA"
ACM-DL,article,2052191,Michalis T. Tsapanos and Kyriakos C. Chatzidimitriou and Pericles A. Mitkas,,,,A Zeroth-Level Classifier System for Real Time Strategy Games,244--247,,4,"Learning Classifier Systems, Real Time Strategy Games",10.1109/WI-IAT.2011.177,,,,,,,2011,,Proceedings of the 2011 IEEE/WIC/ACM International Conferences on Web Intelligence and Intelligent Agent Technology - Volume 02,WI-IAT '11,,978-0-7695-4513-4,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,502257,Zhiyuan  Li and Cheng  Wang and Rong  Xu,,,,Computation Offloading to Save Energy on Handheld Devices: A Partition Scheme,238--246,,9,,10.1145/502217.502257,,,,,,,2001,,"Proceedings of the 2001 International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",CASES '01,,1-58113-399-5,"Atlanta, Georgia, USA",ACM,"New York, NY, USA"
ACM-DL,article,2502604,S&#233;bastien  Gerchinovitz,,,,Sparsity Regret Bounds for Individual Sequences in Online Linear Regression,729--769,,41,"adaptive regret bounds, individual sequences, online linear regression, sparsity",,J. Mach. Learn. Res.,January 2013,14,1,,March,2013,1532-4435,,,,,,JMLR.org,
ACM-DL,article,2492853,Liang  Chen and Thomas  Marconi and Tulika  Mitra,,,,Online Scheduling for Multi-core Shared Reconfigurable Fabric,582--585,,4,,,,,,,,,2012,,"Proceedings of the Conference on Design, Automation and Test in Europe",DATE '12,,978-3-9810801-8-6,"Dresden, Germany",EDA Consortium,"San Jose, CA, USA"
ACM-DL,article,1190099,Arzad A. Kherani,,,,Sojourn Times in (Discrete) Time Shared Systems and Their Continuous Time Limits,,4,,,10.1145/1190095.1190099,,,,,,,2006,,Proceedings of the 1st International Conference on Performance Evaluation Methodolgies and Tools,valuetools '06,,1-59593-504-5,"Pisa, Italy",ACM,"New York, NY, USA"
ACM-DL,article,2937170,Fernando P. Santos and Francisco C. Santos and Francisco  Melo and Ana  Paiva and Jorge M. Pacheco,,,,Learning to Be Fair in Multiplayer Ultimatum Games: (Extended Abstract),1381--1382,,2,"fairness, groups, learning, multiagent systems, ultimatum game",,,,,,,,2016,,Proceedings of the 2016 International Conference on Autonomous Agents &#38; Multiagent Systems,AAMAS '16,,978-1-4503-4239-1,"Singapore, Singapore",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
ACM-DL,article,2937170,Fernando P. Santos and Francisco C. Santos and Francisco  Melo and Ana  Paiva and Jorge M. Pacheco,,,,Learning to Be Fair in Multiplayer Ultimatum Games: (Extended Abstract),1381--1382,,2,"fairness, groups, learning, multiagent systems, ultimatum game",,,,,,,,2016,,Proceedings of the 2016 International Conference on Autonomous Agents &#38; Multiagent Systems,AAMAS '16,,978-1-4503-4239-1,"Singapore, Singapore",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
ACM-DL,article,1553426,Verena  Heidrich-Meisner and Christian  Igel,,,,Hoeffding and Bernstein Races for Selecting Policies in Evolutionary Direct Policy Search,401--408,,8,,10.1145/1553374.1553426,,,,,,,2009,,Proceedings of the 26th Annual International Conference on Machine Learning,ICML '09,,978-1-60558-516-1,"Montreal, Quebec, Canada",ACM,"New York, NY, USA"
ACM-DL,article,2429787,Paulien  Koeleman and Ger  Koole,,,,Appointment Scheduling Using Optimisation via Simulation,22:1--22:5,22,5,,,,,,,,,2012,,Proceedings of the Winter Simulation Conference,WSC '12,,,"Berlin, Germany",Winter Simulation Conference,
ACM-DL,article,1487356,Luis  de-Marcos and Roberto  Barchino and Jos&#233;-Javier  Mart&#237;nez and Jos&#233;-Antonio  Guti&#233;rrez and Jos&#233;-Ram&#243;n  Hilera,,,,Competency-Based Intelligent Curriculum Sequencing: Comparing Two Evolutionary Approaches,339--342,,4,"Learning Object, Competency, Sequencing, Swarm Intelligence, Genetic Algorithm",10.1109/WIIAT.2008.279,,,,,,,2008,,Proceedings of the 2008 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Volume 03,WI-IAT '08,,978-0-7695-3496-1,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,1194603,Toshiharu  Sugawara and Kensuke  Fukuda and Toshio  Hirotsu and Shin-ya  Sato and Satoshi  Kurihara,,,,Multi-Agent Systems Performance by Adaptive/Non-Adaptive Agent Selection,555--559,,5,,10.1109/IAT.2006.93,,,,,,,2006,,Proceedings of the IEEE/WIC/ACM International Conference on Intelligent Agent Technology,IAT '06,,0-7695-2748-5,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,501193,Philippe  Golle and Kevin  Leyton-Brown and Ilya  Mironov,,,,Incentives for Sharing in Peer-to-peer Networks,264--267,,4,,10.1145/501158.501193,,,,,,,2001,,Proceedings of the 3rd ACM Conference on Electronic Commerce,EC '01,,1-58113-387-1,"Tampa, Florida, USA",ACM,"New York, NY, USA"
ACM-DL,article,2617530,Wenwen  Wang and Ah-Hwee  Tan and Loo-Nin  Teow and Yuan-Sin  Tan,,,,Declarative-procedural Memory Interaction in Learning Agents,1475--1476,,2,"declarative memory, memory interaction, semantic memory",,,,,,,,2014,,Proceedings of the 2014 International Conference on Autonomous Agents and Multi-agent Systems,AAMAS '14,,978-1-4503-2738-1,"Paris, France",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
ACM-DL,article,340295,D. H. J. Epema and J. F. C. M. de Jongh,,,,Proportional-share Scheduling in Single-server and Multiple-server Computing Systems,7--10,,4,,10.1145/340242.340295,SIGMETRICS Perform. Eval. Rev.,Dec. 1999,27,3,,December,1999,0163-5999,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,1331681,Eduardo Rodrigues Gomes and Ryszard  Kowalczyk,,,,Learning the IPA Market with Individual and Social Rewards,328--334,,7,,10.1109/IAT.2007.69,,,,,,,2007,,Proceedings of the 2007 IEEE/WIC/ACM International Conference on Intelligent Agent Technology,IAT '07,,0-7695-3027-3,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,1018782,G.  Lee and S.  Bauer and P.  Faratin and J.  Wroclawski,,,,Learning User Preferences for Wireless Services Provisioning,480--487,,8,,10.1109/AAMAS.2004.161,,,,,,,2004,,Proceedings of the Third International Joint Conference on Autonomous Agents and Multiagent Systems - Volume 1,AAMAS '04,,1-58113-864-4,"New York, New York",IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,1251235,"Dirk  Grunwald and Charles B. Morrey,III and Philip  Levis and Michael  Neufeld and Keith I. Farkas",,,,Policies for Dynamic Clock Scheduling,,6,,,,,,,,,,2000,,Proceedings of the 4th Conference on Symposium on Operating System Design & Implementation - Volume 4,OSDI'00,,,"San Diego, California",USENIX Association,"Berkeley, CA, USA"
ACM-DL,article,1005704,David  Raz and Hanoch  Levy and Benjamin  Avi-Itzhak,,,,A Resource-allocation Queueing Fairness Measure,130--141,,12,"FCFS, M/M/1, PS, fairness, job scheduling, processor sharing, queue disciplines, resource allocation, unfairness",10.1145/1012888.1005704,SIGMETRICS Perform. Eval. Rev.,June 2004,32,1,,June,2004,0163-5999,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,1005704,David  Raz and Hanoch  Levy and Benjamin  Avi-Itzhak,,,,A Resource-allocation Queueing Fairness Measure,130--141,,12,"FCFS, M/M/1, PS, fairness, job scheduling, processor sharing, queue disciplines, resource allocation, unfairness",10.1145/1005686.1005704,,,,,,,2004,,Proceedings of the Joint International Conference on Measurement and Modeling of Computer Systems,SIGMETRICS '04/Performance '04,,1-58113-873-3,"New York, NY, USA",ACM,"New York, NY, USA"
ACM-DL,article,3098109,Yutao  Zhang and Robert  Chen and Jie  Tang and Walter F. Stewart and Jimeng  Sun,,,,LEAP: Learning to Prescribe Effective and Safe Treatment Combinations for Multimorbidity,1315--1324,,10,"multi-instance multilabel learning, multimorbidity, treatment recommendation",10.1145/3097983.3098109,,,,,,,2017,,Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,KDD '17,,978-1-4503-4887-4,"Halifax, NS, Canada",ACM,"New York, NY, USA"
ACM-DL,article,145832,Shih-Hsu  Huang and Cheng-Tsung  Hwang and Yu-Chin  Hsu and Yen-Jen  Oyang,,,,A New Approach to Schedule Operations Across Nested-ifs and Nested-loops,268--271,,4,,10.1145/144965.145832,SIGMICRO Newsl.,Dec. 1992,23,1-2,,December,1992,1050-916X,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,145832,Shih-Hsu  Huang and Cheng-Tsung  Hwang and Yu-Chin  Hsu and Yen-Jen  Oyang,,,,A New Approach to Schedule Operations Across Nested-ifs and Nested-loops,268--271,,4,,,,,,,,,1992,,Proceedings of the 25th Annual International Symposium on Microarchitecture,MICRO 25,,0-8186-3175-9,"Portland, Oregon, USA",IEEE Computer Society Press,"Los Alamitos, CA, USA"
ACM-DL,article,2942504,Robert  Margolies and Ashwin  Sridharan and Vaneet  Aggarwal and Rittwik  Jana and N. K. Shankaranarayanan and Vinay A. Vaishampayan and Gil  Zussman,,,,Exploiting Mobility in Proportional Fair Cellular Scheduling: Measurements and Algorithms,355--367,,13,"cellular networks, channel state prediction, measurements, mobility, proportional fairness, slow-fading",10.1109/TNET.2014.2362928,IEEE/ACM Trans. Netw.,February 2016,24,1,,February,2016,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,1988714,Joachim  Kleb and Andreas  Abecker,,,,Disambiguating Entity References Within an Ontological Model,22:1--22:11,22,11,"graph, named entity, spreading activation",10.1145/1988688.1988714,,,,,,,2011,,"Proceedings of the International Conference on Web Intelligence, Mining and Semantics",WIMS '11,,978-1-4503-0148-0,"Sogndal, Norway",ACM,"New York, NY, USA"
ACM-DL,article,2801641,Man  Su and Jianting  Ji and Yulin  Che and Ting  Liu and Siyun  Chen and Zhanbo  Xu,,,,An Appliance Classification Method for Residential Appliance Scheduling,1567--1570,,4,"appliance characteristic, intelligent energy consumption, smart home, user preference",10.1145/2800835.2801641,,,,,,,2015,,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers,UbiComp/ISWC'15 Adjunct,,978-1-4503-3575-1,"Osaka, Japan",ACM,"New York, NY, USA"
ACM-DL,article,1248405,Piotr  Berman and Jieun  Jeong and Shiva Prasad Kasiviswanathan and Bhuvan  Urgaonkar,,,,Packing to Angles and Sectors,171--180,,10,"approximation algorithms, bin packing, directional antenna, geometric covering",10.1145/1248377.1248405,,,,,,,2007,,Proceedings of the Nineteenth Annual ACM Symposium on Parallel Algorithms and Architectures,SPAA '07,,978-1-59593-667-7,"San Diego, California, USA",ACM,"New York, NY, USA"
ACM-DL,article,2433815,Oleh  Sobeyko and Lars  M&#246;nch,,,,Genetic Algorithms to Solve a Single Machine Multiple Orders Per Job Scheduling Problem,2493--2503,,11,,,,,,,,,2010,,Proceedings of the Winter Simulation Conference,WSC '10,,978-1-4244-9864-2,"Baltimore, Maryland",Winter Simulation Conference,
ACM-DL,article,1778861,Sergey  Levine and Philipp  Kr&#228;henb&#252;hl and Sebastian  Thrun and Vladlen  Koltun,,,,Gesture Controllers,124:1--124:11,124,11,"data-driven animation, gesture synthesis, human animation, nonverbal behavior generation, optimal control",10.1145/1833349.1778861,,,,,,,2010,,ACM SIGGRAPH 2010 Papers,SIGGRAPH '10,,978-1-4503-0210-4,"Los Angeles, California",ACM,"New York, NY, USA"
ACM-DL,article,1778861,Sergey  Levine and Philipp  Kr&#228;henb&#252;hl and Sebastian  Thrun and Vladlen  Koltun,,,,Gesture Controllers,124:1--124:11,124,11,"data-driven animation, gesture synthesis, human animation, nonverbal behavior generation, optimal control",10.1145/1778765.1778861,ACM Trans. Graph.,July 2010,29,4,,July,2010,0730-0301,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,139450,Yossi  Azar and Joseph (Seffi) Naor and Raphael  Rom,,,,The Competitiveness of On-line Assignments,203--210,,8,,,,,,,,,1992,,Proceedings of the Third Annual ACM-SIAM Symposium on Discrete Algorithms,SODA '92,,0-89791-466-X,"Orlando, Florida, USA",Society for Industrial and Applied Mathematics,"Philadelphia, PA, USA"
ACM-DL,article,266689,Michael B. Jones and Daniela  Ro&#351;u and Marcel-C&#259;t&#259;lin  Ro&#351;u,,,,"CPU Reservations and Time Constraints: Efficient, Predictable Scheduling of Independent Activities",198--211,,14,,10.1145/269005.266689,SIGOPS Oper. Syst. Rev.,Dec. 1997,31,5,,October,1997,0163-5980,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,266689,Michael B. Jones and Daniela  Ro&#351;u and Marcel-C&#259;t&#259;lin  Ro&#351;u,,,,"CPU Reservations and Time Constraints: Efficient, Predictable Scheduling of Independent Activities",198--211,,14,,10.1145/268998.266689,,,,,,,1997,,Proceedings of the Sixteenth ACM Symposium on Operating Systems Principles,SOSP '97,,0-89791-916-5,"Saint Malo, France",ACM,"New York, NY, USA"
ACM-DL,article,331580,Jennifer M. Schopf and Francine  Berman,,,,Stochastic Scheduling,,48,,,10.1145/331532.331580,,,,,,,1999,,Proceedings of the 1999 ACM/IEEE Conference on Supercomputing,SC '99,,1-58113-091-0,"Portland, Oregon, USA",ACM,"New York, NY, USA"
ACM-DL,article,2660794,Rimma  Shakhbatyan and Himanshu  Sharma and Ellen  Tsai and Mark J. Bowser and Birgit  Funke and Matthew S. Lebo,,,,Validation and Implementation of Whole-exome Sequencing Bioinformatics Processes for Clinical Applications,596--597,,2,"SNV, clinical bioinformatics, clinical validation, disease diagnostics, genetic testing, indel, variant annotation, variant filtration, whole-exome sequencing",10.1145/2649387.2660794,,,,,,,2014,,"Proceedings of the 5th ACM Conference on Bioinformatics, Computational Biology, and Health Informatics",BCB '14,,978-1-4503-2894-4,"Newport Beach, California",ACM,"New York, NY, USA"
ACM-DL,article,500028,Peter  Petrov and Alex  Orailoglu,,,,Data Cache Energy Minimizations Through Programmable Tag Size Matching to the Applications,113--117,,5,,10.1145/500001.500028,,,,,,,2001,,Proceedings of the 14th International Symposium on Systems Synthesis,ISSS '01,,1-58113-418-5,"Montr&#233;al, P.Q., Canada",ACM,"New York, NY, USA"
ACM-DL,article,3021942,Zheng  Li and Tingjian  Ge,,,,Stochastic Data Acquisition for Answering Queries As Time Goes by,277--288,,12,,10.14778/3021924.3021942,Proc. VLDB Endow.,November 2016,10,3,,November,2016,2150-8097,,,,,,VLDB Endowment,
ACM-DL,article,99140,Franco  Torquati and Massimo  Paltrinieri and Alberto  Momigliano,,,,A Constraint Satisfaction Approach to Operative Management of Aircraft Routing,1140--1146,,7,,10.1145/98894.99140,,,,,,,1990,,Proceedings of the 3rd International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems - Volume 2,IEA/AIE '90,,0-89791-372-8,"Charleston, South Carolina, USA",ACM,"New York, NY, USA"
ACM-DL,article,1871515,Aris  Anagnostopoulos and Luca  Becchetti and Carlos  Castillo and Aristides  Gionis and Stefano  Leonardi,,,,Power in Unity: Forming Teams in Large-scale Community Systems,599--608,,10,"scheduling, task assignment, team formation",10.1145/1871437.1871515,,,,,,,2010,,Proceedings of the 19th ACM International Conference on Information and Knowledge Management,CIKM '10,,978-1-4503-0099-5,"Toronto, ON, Canada",ACM,"New York, NY, USA"
ACM-DL,article,507573,Mark S. Squillante and Cathy H. Xia and Li  Zhang,,,,Optimal Scheduling in Queueing Network Models of High-volume Commercial Web Sites,47--48,,2,,10.1145/507553.507573,SIGMETRICS Perform. Eval. Rev.,December 2001,29,3,,December,2001,0163-5999,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,2491947,Kristian  Ovaska and Lauri  Lyly and Biswajyoti  Sahu and Olli A. Janne and Sampsa  Hautaniemi,,,,Genomic Region Operation Kit for Flexible Processing of Deep Sequencing Data,200--206,,7,"Bioinformatics,Genomics,Databases,Benchmark testing,Algebra,Software,Complexity theory,software,Bioinformatics,deep sequencing,genomic data analysis,region set algebra",10.1109/TCBB.2012.170,IEEE/ACM Trans. Comput. Biol. Bioinformatics,January 2013,10,1,,January,2013,1545-5963,,,,,,IEEE Computer Society Press,"Los Alamitos, CA, USA"
ACM-DL,article,3184071,Yurika  Sagawa and Masafumi  Hagiwara,,,,Face Image Generation System Using Attribute Information with DCGANs,109--113,,5,"convolutional neural networks, deep convolutional generative adversarial networks, image generation",10.1145/3184066.3184071,,,,,,,2018,,Proceedings of the 2Nd International Conference on Machine Learning and Soft Computing,ICMLSC '18,,978-1-4503-6336-5,"Phu Quoc Island, Viet Nam",ACM,"New York, NY, USA"
ACM-DL,article,2430280,Marcos D. Assun&#231;&#227;o and Victor F. Cavalcante and Maira A. de C. Gatti and Marco A. S. Netto and Claudio S. Pinhanez and Cleidson R. B. de Souza,,,,Scheduling with Preemption for Incident Management: When Interrupting Tasks is Not Such a Bad Idea,403:1--403:12,403,12,,,,,,,,,2012,,Proceedings of the Winter Simulation Conference,WSC '12,,,"Berlin, Germany",Winter Simulation Conference,
ACM-DL,article,3094253,Yu-Che  Huang and Tai-Shen  Huang,,,,A Study of Green Natural Learning Method at the Improvement of Cognitive Function Take the Elderly with Mild Dementia As Example,28--35,,8,"Cognitive function, Green natural learning, Landscape therapy, The Elderly with mild Dementia",10.1145/3094243.3094253,,,,,,,2017,,Proceedings of the 2017 International Conference on Deep Learning Technologies,ICDLT '17,,978-1-4503-5232-1,"Chengdu, China",ACM,"New York, NY, USA"
ACM-DL,article,1146851,Jianping  Wang,,,,Traffic Regulation Under the Percentile-based Pricing Policy,,4,,,10.1145/1146847.1146851,,,,,,,2006,,Proceedings of the 1st International Conference on Scalable Information Systems,InfoScale '06,,1-59593-428-6,Hong Kong,ACM,"New York, NY, USA"
ACM-DL,article,1102268,Yang  Gao and Joshua Zhexue Huang and Hongqiang  Rong and Daqian  Gu,,,,Learning Classifier System Ensemble for Data Mining,63--66,,4,"ensemble, learning classifier system",10.1145/1102256.1102268,,,,,,,2005,,Proceedings of the 7th Annual Workshop on Genetic and Evolutionary Computation,GECCO '05,,,"Washington, D.C.",ACM,"New York, NY, USA"
ACM-DL,article,2178465,Alexander A. Sherstov and Peter  Stone,,,,Three Automated Stock-trading Agents: A Comparative Study,173--187,,15,,10.1007/11575726_13,,,,,,,2005,,Proceedings of the 6th AAMAS International Conference on Agent-Mediated Electronic Commerce: Theories for and Engineering of Distributed Mechanisms and Systems,AAMAS'04,,"3-540-29737-5, 978-3-540-29737-6","New York, NY",Springer-Verlag,"Berlin, Heidelberg"
ACM-DL,article,1942271,Tingting  Sun and Wade  Trappe and Yanyong  Zhang,,,,Improved AP Association Management Using Machine Learning,4--6,,3,,10.1145/1942268.1942271,SIGMOBILE Mob. Comput. Commun. Rev.,October 2010,14,4,,November,2010,1559-1662,,,,,,ACM,"New York, NY, USA"
